Position,Track Name,Artist,Streams,date,region,id
22,Pump It Up,Endor,168814,2020-01-02,gb,0GiwV6v3AgJfdu59tj719Y
23,Audacity (feat. Headie One),Stormzy,162239,2020-01-02,gb,6Oq4fiDzKaFMU89dTvM24u
24,Lose You To Love Me,Selena Gomez,159776,2020-01-02,gb,1HfMVBKM75vxSfsQ5VefZ5
25,Bruises,Lewis Capaldi,159704,2020-01-02,gb,4Of7rzpRpV1mWRbhp5rAqG
26,The Box,Roddy Ricch,152118,2020-01-02,gb,0nbXyq5TXYPCO7pr3N8S4I
27,This Is Real (ft. Ella Henderson),Jax Jones,149074,2020-01-02,gb,1pRShUtGOG6ZP5fsnw9G4h
28,Ladbroke Grove,AJ Tracey,147544,2020-01-02,gb,7b4ky1LlQLFhXHmhZkFgqV
29,Heartless,The Weeknd,146702,2020-01-02,gb,57vxBYXtHMk6H1aD29V7PU
30,Lucid Dreams,Juice WRLD,142734,2020-01-02,gb,285pBltuF7vW8TeWk8hdRR
31,Señorita,Shawn Mendes,140530,2020-01-02,gb,6v3KW9xbzN5yKLt9YKDYA2
32,Beautiful People (feat. Khalid),Ed Sheeran,135712,2020-01-02,gb,70eFcWOvlMObDhURTqT4Fv
33,Don't Rush (feat. Headie One),Young T & Bugsey,133980,2020-01-02,gb,0PXukVbYpvz40KcEFKnIw7
34,I Don't Care (with Justin Bieber),Ed Sheeran,133511,2020-01-02,gb,0hVXuCcriWRGvwMV1r5Yn9
35,Lessons,Stormzy,128943,2020-01-02,gb,5iVGN1Th2DqyWVNIBM8Vwk
36,Location (feat. Burna Boy),Dave,128710,2020-01-02,gb,3z4CGd63tpUn9a6oQSG0CI
37,Must Be,J Hus,122721,2020-01-02,gb,2n1oPHJVMPWJkjgHwVcksY
38,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,122155,2020-01-02,gb,0RiRZpuVRbi7oqRdSMwhQY
39,Turn Me On (feat. Vula),Riton,121896,2020-01-02,gb,0qaWEvPkts34WF68r8Dzx9
40,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,118871,2020-01-02,gb,07Oz5StQ7GRoygNLaXs2pd
41,HIGHEST IN THE ROOM,Travis Scott,117005,2020-01-02,gb,3eekarcy7kvN4yt5ZFzltW
42,Netflix & Chill,Fredo,114663,2020-01-02,gb,31m40qBxoj4iMSnQLkq8nP
43,Hold Me While You Wait,Lewis Capaldi,113054,2020-01-02,gb,60iSKGrGazRzICtMjADNSM
44,Strike a Pose (feat. Aitch),Young T & Bugsey,112919,2020-01-02,gb,23GvTfcGK454ppLsts3W44
45,No Idea,Don Toliver,107257,2020-01-02,gb,3VyjsVV24RmBIbWJAeUJNu
46,Ransom,Lil Tecca,103397,2020-01-02,gb,1lOe9qE0vR9zwWQAOk6CoO
47,Higher Love,Kygo,103355,2020-01-02,gb,6oJ6le65B3SEqPwMRNXWjY
48,New Dior,DigDat,103140,2020-01-02,gb,4aRRxKxJbvIEjXWXB0l3w7
49,No Cellular Site,D-Block Europe,101769,2020-01-02,gb,5A5HUdwGAlJLC9vg5Dyhio
50,Falling,Harry Styles,101132,2020-01-02,gb,1ZMiCix7XSAbfAJlEZWMCp
51,Crown,Stormzy,100559,2020-01-02,gb,4CEGyF5A5u5BjweVvkgCsn
52,Mr. Brightside,The Killers,99400,2020-01-02,gb,7d8GetOsjbxYnlo6Y9e5Kw
53,Nice To Meet Ya,Niall Horan,98789,2020-01-02,gb,3cphb8kdsjElYR7r5icK3H
54,Piece Of Your Heart,MEDUZA,98582,2020-01-02,gb,1DFD5Fotzgn6yYXkYsKiGs
55,Professor X,Dave,98135,2020-01-02,gb,5wfyoR8XOkw45QRtFOoxyi
56,when the party's over,Billie Eilish,97358,2020-01-02,gb,43zdsphuZLzwA9k4DJhU0I
57,Be Honest,Jorja Smith,97023,2020-01-02,gb,3IWs9dAwTqN0EFhOIcBDfs
58,Taste (Make It Shake),Aitch,96969,2020-01-02,gb,1xPpYbCaJWonL7IFXPDjON
59,Old Town Road - Remix,Lil Nas X,96843,2020-01-02,gb,2YpeDb67231RjR0MgVLzsG
60,3 Nights,Dominic Fike,96731,2020-01-02,gb,1tNJrcVe6gwLEiZCtprs1u
61,Buss Down (feat. ZieZie),Aitch,94343,2020-01-02,gb,584UC3Qpm8SbYd7aRWKREu
62,Gangsta,Darkoo,93478,2020-01-02,gb,0KzhyaVtr2v4J9GVdMgCk0
63,Take Me Back to London (feat. Stormzy),Ed Sheeran,93286,2020-01-02,gb,1AI7UPw3fgwAFkvAlZWhE0
64,Bandit (with YoungBoy Never Broke Again),Juice WRLD,92700,2020-01-02,gb,6Gg1gjgKi2AK4e0qzsR7sd
65,Better Half of Me,Tom Walker,92563,2020-01-02,gb,4VPlKUSjC9HdZdUbFZ0Y5y
66,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,92335,2020-01-02,gb,4etKC4ngPKsQDHUMnYgV3A
67,No Denying,J Hus,91518,2020-01-02,gb,2kUIOTeKv8ZeT6vh9gh7RF
68,Sorry,Joel Corry,91080,2020-01-02,gb,6y1UtRcHQU07aUs3oxZ8Yn
69,Into the Unknown,Idina Menzel,86918,2020-01-02,gb,3Z0oQ8r78OUaHvGPiDBR3W
70,Don't Call Me Up,Mabel,85946,2020-01-02,gb,5WHTFyqSii0lmT9R21abT8
71,God Is A Dancer (with Mabel),Tiësto,84483,2020-01-02,gb,6fenHIxXuuzKB55wY4WCHP
72,Wiley Flow,Stormzy,84162,2020-01-02,gb,5Rbj8akony3l0NNM5TjH1F
73,7 rings,Ariana Grande,83926,2020-01-02,gb,6ocbgoVGwYJhOv1GgI9NsF
74,Shotgun,George Ezra,82469,2020-01-02,gb,4ofwffwvvnbSkrMSCKQDaC
75,How Do You Sleep?,Sam Smith,82346,2020-01-02,gb,6b2RcmUt1g9N9mQ3CbjX2Y
76,BOP,DaBaby,81950,2020-01-02,gb,6Ozh9Ok6h4Oi1wUSLtBseN
77,Up All Night,Khalid,81435,2020-01-02,gb,1mpD5Q8IM32I4bF6eCpU74
78,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,80868,2020-01-02,gb,7h0d2h0fUmzbs7zeFigJPn
79,So High (feat. Fredo),MIST,77183,2020-01-02,gb,5aubXDnDNVKA5pS7EnR0mp
80,lovely (with Khalid),Billie Eilish,76788,2020-01-02,gb,0u2P5u6lvoDfwTYjAADbn4
81,ocean eyes,Billie Eilish,76785,2020-01-02,gb,2uIX8YMNjGMD7441kqyyNU
82,Loyal (feat. Drake),PARTYNEXTDOOR,76586,2020-01-02,gb,5bvnqVuq7UFl0txSlHpsfS
83,Grace,Lewis Capaldi,76296,2020-01-02,gb,0pEkK8MqbmGSX7fT8WLMbR
84,Sweet but Psycho,Ava Max,75314,2020-01-02,gb,25sgk305KZfyuqVBQIahim
85,Wow.,Post Malone,74757,2020-01-02,gb,7xQAfvXzm3AkraOtGPWIZg
86,Shallow,Lady Gaga,74454,2020-01-02,gb,2VxeLyX666F8uXCJ0dZF8B
87,We Got Love,Sigala,74009,2020-01-02,gb,35mMXfym6C9VOTUVrcKKZp
88,Keisha & Becky - Remix,RussMB,73536,2020-01-02,gb,5wIjM4q7oIgiLqn8Qfoyxh
89,Truth Hurts,Lizzo,73253,2020-01-02,gb,5qmq61DAAOUaW8AUo8xKhh
90,July,Noah Cyrus,72767,2020-01-02,gb,5a6pdCHlWS2ekOOQ70QnAr
91,Suicidal,YNW Melly,72582,2020-01-02,gb,1iSqfoUFnQwV0QW1EfUit8
92,Happier,Marshmello,71731,2020-01-02,gb,2dpaYNEQHiRxtZbfNsse99
93,Ballin' (with Roddy Ricch),Mustard,69849,2020-01-02,gb,3QzAOrNlsabgbMwlZt7TAY
94,Robbery,Juice WRLD,69826,2020-01-02,gb,6Hj9jySrnFppAI0sEMCZpJ
95,Thiago Silva,Dave,69446,2020-01-02,gb,3DKCTIiJ97bS9TGiqcABjo
96,Both,Headie One,68934,2020-01-02,gb,0SxjNrhMwarsbcgEy0pavJ
97,French Kisses (feat. Aitch),ZieZie,68663,2020-01-02,gb,2jTBEuS8P9ZqVos9zecRzl
98,Outnumbered,Dermot Kennedy,68485,2020-01-02,gb,4Ta3PhWmY50ZLU1uhKFKPE
99,bury a friend,Billie Eilish,67442,2020-01-02,gb,4SSnFejRGlZikf02HLewEF
100,Options,NSG,66852,2020-01-02,gb,2cytBOLpwFRX7J9URCrFIe
101,Goodbyes (Feat. Young Thug),Post Malone,66847,2020-01-02,gb,6vBdBCoOhKHiYDDOcorfNo
102,Sucker,Jonas Brothers,66445,2020-01-02,gb,22vgEDb5hykfaTwLuskFGD
103,Post Malone (feat. RANI),Sam Feldt,66052,2020-01-02,gb,36orMWv2PgvnzXsd5CJ0yL
104,High Hopes,Panic! At The Disco,66011,2020-01-02,gb,1rqqCSm0Qe4I9rUvWncaom
105,Yellow Hearts,Ant Saunders,65933,2020-01-02,gb,2W4yABdLc4Jnds67Poi5Nl
106,No Guidance (feat. Drake),Chris Brown,65502,2020-01-02,gb,6XHVuErjQ4XNm6nDPVCxVX
107,Futsal Shuffle 2020,Lil Uzi Vert,65401,2020-01-02,gb,2Ec33AVlkTTq8BHFgBTdQs
108,Bando Ballads,M Huncho,64898,2020-01-02,gb,2y2MzFmMGxWFGKmVYOAOyx
109,Say So,Doja Cat,64848,2020-01-02,gb,3Dv1eDb0MEgF93GpLXlucZ
110,Look At Her Now,Selena Gomez,64293,2020-01-02,gb,4yI3HpbSFSgFZtJP2kDe5m
111,Eastside (with Halsey & Khalid),benny blanco,64258,2020-01-02,gb,7FGq80cy8juXBCD2nrqdWU
112,Opp Thot,Poundz,64131,2020-01-02,gb,4VRE2Ler8le7DUymvKepY1
113,Pop Boy (feat. Aitch),Stormzy,63808,2020-01-02,gb,3KcSwX6pyUnfJ0YZlcJE7d
114,Million Bucks,JAY1,63573,2020-01-02,gb,7y9nU0xWUltavzK8U1Fp5k
115,Funky Friday,Dave,63372,2020-01-02,gb,01IQ4aQgOf0Kkq3a273hmO
116,rockstar (feat. 21 Savage),Post Malone,63140,2020-01-02,gb,0e7ipj03S05BNilyu5bRzt
117,God's Plan,Drake,63133,2020-01-02,gb,6DCZcSspjsKoFjzjrWoCdn
118,Money In The Grave (Drake ft. Rick Ross),Drake,62805,2020-01-02,gb,5ry2OE6R2zPQFDO85XkgRb
119,"thank u, next",Ariana Grande,62728,2020-01-02,gb,3e9HZxeyfWwjeyPAMmWSSQ
120,SAD!,XXXTENTACION,61823,2020-01-02,gb,3ee8Jmje8o58CHK66QrVC2
121,Roses - Imanbek Remix,SAINt JHN,61779,2020-01-02,gb,24Yi9hE78yPEbZ4kxyoXAI
122,Bohemian Rhapsody - 2011 Mix,Queen,61534,2020-01-02,gb,4u7EnebtmKWzUH433cf5Qv
123,Shape of You,Ed Sheeran,61438,2020-01-02,gb,7qiZfU4dY1lWllzX7mPBI3
124,"10,000 Hours (with Justin Bieber)",Dan + Shay,60105,2020-01-02,gb,2wrJq5XKLnmhRXHIAf9xBa
125,Paper Cuts,Dave,59609,2020-01-02,gb,1gFMfqyVSXHMgvRloH2gDL
126,Home P*ssy,D-Block Europe,59131,2020-01-02,gb,0m0F4N1H65Pvb9FMnISgB2
127,One Second (feat. H.E.R.),Stormzy,58762,2020-01-02,gb,2DdI0KRBuxV5Km0bkm67yh
128,SICKO MODE,Travis Scott,58723,2020-01-02,gb,2xLMifQCjDGFmkHkpNLD9h
129,2002,Anne-Marie,58616,2020-01-02,gb,2BgEsaKNfHUdlh97KmvFyo
130,If The World Was Ending (feat. Julia Michaels),JP Saxe,58341,2020-01-02,gb,2kJwzbxV2ppxnQoYw4GLBZ
131,Lalala,Y2K,58074,2020-01-02,gb,51Fjme0JiitpyXKuyQiCDo
132,Superheroes,Stormzy,57646,2020-01-02,gb,02t2kfqtYpPW8718hxnBcV
133,Candy,Doja Cat,57266,2020-01-02,gb,1VJwtWR6z7SpZRwipI12be
134,Big Michael,Stormzy,57198,2020-01-02,gb,4zrQ9UIhPD6lL6VBISJ5aE
135,all the good girls go to hell,Billie Eilish,56853,2020-01-02,gb,6IRdLKIyS4p7XNiP8r6rsx
136,Fashion Week (feat. AJ Tracey & MoStack),Steel Banglez,56788,2020-01-02,gb,78KyOmqWmqLkQcXO1cA7MO
137,One Kiss (with Dua Lipa),Calvin Harris,56722,2020-01-02,gb,7ef4DlsgrMEH11cDZd32M6
138,Better Now,Post Malone,56410,2020-01-02,gb,7dt6x5M1jzdTEt8oCbisTK
139,Hate Me (with Juice WRLD),Ellie Goulding,56351,2020-01-02,gb,6kls8cSlUyHW2BUOkDJIZE
140,Kitchen Kings,D-Block Europe,56172,2020-01-02,gb,1RJHieKAxYz9qbREvOR5eA
141,Wonderwall - Remastered,Oasis,56067,2020-01-02,gb,5qqabIl2vWzo9ApSC317sa
142,Just You and I,Tom Walker,55807,2020-01-02,gb,03x2rVJRFUrvwlfxoHd9Mo
143,Floss (feat. MoStack & Not3s),AJ Tracey,55377,2020-01-02,gb,0LjXPuuttcYpND3IxAFww1
144,One Dance,Drake,55357,2020-01-02,gb,1zi7xx7UVEFkmKfv06H8x0
145,The Last Time,The Script,55325,2020-01-02,gb,600oiqLkQIJ85HvQGIQWvO
146,Jerry Sprunger (with T-Pain),Tory Lanez,55107,2020-01-02,gb,6JsHgIkMYHcbNtKfsal2Mg
147,Liar,Camila Cabello,55002,2020-01-02,gb,073ILU1C3APNRGF66VhtyA
148,Riptide,Vance Joy,54745,2020-01-02,gb,7yq4Qj7cqayVTp3FF9CWbm
149,Panini,Lil Nas X,54715,2020-01-02,gb,1000nHvUdawXuUHgBod4Wv
150,Say You Won't Let Go,James Arthur,54505,2020-01-02,gb,5uCax9HTNlzGybIStD3vDh
151,Good as Hell,Lizzo,54149,2020-01-02,gb,3Yh9lZcWyKrK9GjbhuS0hR
152,Wake Me Up,Avicii,54104,2020-01-02,gb,4h8VwCb1MTGoLKueQ1WgbD
153,Rainfall (feat. Tiana Major9),Stormzy,54051,2020-01-02,gb,0AtMTwBF9dmAd2kjgKXpSu
154,SUGAR,BROCKHAMPTON,53960,2020-01-02,gb,6U0FIYXCQ3TGrk4tFpLrEA
155,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,53788,2020-01-02,gb,3bidbhpOYeV4knp8AIu8Xn
156,GATTI,JACKBOYS,53473,2020-01-02,gb,40mjsnRjCpycdUw3xhS20g
157,F.N,Lil Tjay,53254,2020-01-02,gb,0RLLvYBopDwooCyvnTwgYu
158,Golden,Harry Styles,53146,2020-01-02,gb,45S5WTQEGOB1VHr1Q4FuPl
159,Mean It,Lauv,53064,2020-01-02,gb,3GRSqlALWISqLeNncZMbpX
160,Family,The Chainsmokers,52491,2020-01-02,gb,3TKpJrY9q49Mj1JOsM9zGL
161,Don't Stop Me Now - 2011 Mix,Queen,52346,2020-01-02,gb,5T8EDUDqKcs6OSOwEsfqG7
162,Be Alright,Dean Lewis,52322,2020-01-02,gb,5qrSlOut2rNAWv3ubArkNy
163,Dancing in the Moonlight,Toploader,52165,2020-01-02,gb,3Fzlg5r1IjhLk2qRw667od
164,Legends,Juice WRLD,51859,2020-01-02,gb,1Knctxx9vGZxpZfF66BIEa
165,Do Better,Stormzy,51312,2020-01-02,gb,0nLfmQWIqjZkCQNhfP0EHv
166,SOS (feat. Aloe Blacc),Avicii,51218,2020-01-02,gb,2x0RZdkZcD8QRI53XT4GI5
167,Dancing With A Stranger (with Normani),Sam Smith,51093,2020-01-02,gb,6Qs4SXO9dwPj5GKvVOv8Ki
168,W (feat. Gunna),Koffee,50761,2020-01-02,gb,6xW2g0c5uSoa3S6xk9eI4j
169,Giant (with Rag'n'Bone Man),Calvin Harris,50284,2020-01-02,gb,5itOtNx0WxtJmi1TQ3RuRd
170,Guten Tag,Hardy Caprio,49855,2020-01-02,gb,0SErNy2An0gCpYFRUNWwNT
171,Jocelyn Flores,XXXTENTACION,49850,2020-01-02,gb,7m9OqQk4RVRkw9JJdeAw96
172,Shut Up and Dance,WALK THE MOON,49831,2020-01-02,gb,0kzw2tRyuL9rzipi5ntlIy
173,Body (feat. Brando),Loud Luxury,49808,2020-01-02,gb,7K7MUBCnzgBAvMVW2RTWNs
174,Murder On My Mind,YNW Melly,49701,2020-01-02,gb,7eBqSVxrzQZtK2mmgRG6lC
175,Believer,Imagine Dragons,49499,2020-01-02,gb,0pqnGHJpmpxLKifKRmU6WP
176,Creep,D-Block Europe,48926,2020-01-02,gb,5tn1NxkTbgnH4pBsBPHI1c
177,Mad Love,Mabel,48794,2020-01-02,gb,0bfWT3AgM7ZTuqesJvRP6H
178,GANG GANG,JACKBOYS,48779,2020-01-02,gb,6uJONCdr2rC65BNmCnTBWK
179,Butterflies (feat. Not3s),AJ Tracey,48735,2020-01-02,gb,4hGsbyf3p0U5mlJTJwiUTq
180,Everywhere - 2017 Remaster,Fleetwood Mac,48648,2020-01-02,gb,254bXAqt3zP6P50BdQvEsq
181,All Girls Are The Same,Juice WRLD,48620,2020-01-02,gb,4VXIryQMWpIdGgYR4TrjT1
182,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,48575,2020-01-02,gb,3gdewACMIVMEWVbyb8O9sY
183,Never Really Over,Katy Perry,48343,2020-01-02,gb,5PYQUBXc7NYeI1obMKSJK0
184,Cherry,Harry Styles,48203,2020-01-02,gb,2IOFZdYYkFxEHVz1w34PoL
185,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,48159,2020-01-02,gb,4wopYJ5wpYOM6ogm2Jugnw
186,Love Me Again (with Jess Glynne),RAYE,48103,2020-01-02,gb,359R03sj5qiwy4j0TqvLog
187,Somebody That I Used To Know,Gotye,48088,2020-01-02,gb,1qDrWA6lyx8cLECdZE7TV7
188,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,47900,2020-01-02,gb,421eObjg0DTm2qajJl5OJm
189,Juice,Lizzo,47722,2020-01-02,gb,0k664IuFwVP557Gnx7RhIl
190,Show Yourself,Idina Menzel,47667,2020-01-02,gb,50WeOnXhM1H7AZEeIDoWfZ
191,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,47538,2020-01-02,gb,1wJRveJZLSb1rjhnUHQiv6
192,Let Her Go,Passenger,47496,2020-01-02,gb,2jyjhRf6DVbMPU5zxagN2h
193,Woah,Lil Baby,47449,2020-01-02,gb,598yNsG1JFrGd4n2kMoz7F
194,Youngblood,5 Seconds of Summer,47419,2020-01-02,gb,2iUXsYOEPhVqEBwsqP70rE
195,Change,Alz X 38,47345,2020-01-02,gb,7zXa0myk5r5ex9QfXbjqhY
196,All of Me,John Legend,47302,2020-01-02,gb,3U4isOIWM3VvDubwSI3y7a
197,wish you were gay,Billie Eilish,47152,2020-01-02,gb,3Fj47GNK2kUF0uaEDgXLaD
198,Darling,D-Block Europe,46946,2020-01-02,gb,2kQ9udZ0v3H8PFSVmbY1Kq
199,Don't Look Back in Anger - Remastered,Oasis,46929,2020-01-02,gb,0UvCh63URrLFcPkKt99hHd
200,223's (feat. 9lokknine),YNW Melly,46926,2020-01-02,gb,29ZXwWOOLz9t5fa3eT3i7T
