Position,Track Name,Artist,Streams,date,region,id
45,Nice To Meet Ya,Niall Horan,121637,2020-01-07,gb,3cphb8kdsjElYR7r5icK3H
46,Strike a Pose (feat. Aitch),Young T & Bugsey,119317,2020-01-07,gb,23GvTfcGK454ppLsts3W44
47,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,117462,2020-01-07,gb,0RiRZpuVRbi7oqRdSMwhQY
48,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,117414,2020-01-07,gb,07Oz5StQ7GRoygNLaXs2pd
49,Crown,Stormzy,114861,2020-01-07,gb,4CEGyF5A5u5BjweVvkgCsn
50,Gangsta,Darkoo,111771,2020-01-07,gb,0KzhyaVtr2v4J9GVdMgCk0
51,Higher Love,Kygo,110865,2020-01-07,gb,6oJ6le65B3SEqPwMRNXWjY
52,Wiley Flow,Stormzy,107236,2020-01-07,gb,5Rbj8akony3l0NNM5TjH1F
53,Be Honest,Jorja Smith,106951,2020-01-07,gb,3IWs9dAwTqN0EFhOIcBDfs
54,Savage,MIST,106503,2020-01-07,gb,4MYPhAqmZxyBMBFknBhZHl
55,Professor X,Dave,105520,2020-01-07,gb,5wfyoR8XOkw45QRtFOoxyi
56,New Dior,DigDat,104881,2020-01-07,gb,4aRRxKxJbvIEjXWXB0l3w7
57,No Denying,J Hus,104310,2020-01-07,gb,2kUIOTeKv8ZeT6vh9gh7RF
58,Ransom,Lil Tecca,102246,2020-01-07,gb,1lOe9qE0vR9zwWQAOk6CoO
59,when the party's over,Billie Eilish,100762,2020-01-07,gb,43zdsphuZLzwA9k4DJhU0I
60,3 Nights,Dominic Fike,100710,2020-01-07,gb,1tNJrcVe6gwLEiZCtprs1u
61,Taste (Make It Shake),Aitch,100267,2020-01-07,gb,1xPpYbCaJWonL7IFXPDjON
62,Better Half of Me,Tom Walker,98966,2020-01-07,gb,4VPlKUSjC9HdZdUbFZ0Y5y
63,Buss Down (feat. ZieZie),Aitch,96033,2020-01-07,gb,584UC3Qpm8SbYd7aRWKREu
64,No Cellular Site,D-Block Europe,94229,2020-01-07,gb,5A5HUdwGAlJLC9vg5Dyhio
65,Piece Of Your Heart,MEDUZA,93994,2020-01-07,gb,1DFD5Fotzgn6yYXkYsKiGs
66,Bandit (with YoungBoy Never Broke Again),Juice WRLD,93544,2020-01-07,gb,6Gg1gjgKi2AK4e0qzsR7sd
67,BOP,DaBaby,92294,2020-01-07,gb,6Ozh9Ok6h4Oi1wUSLtBseN
68,Up All Night,Khalid,90684,2020-01-07,gb,1mpD5Q8IM32I4bF6eCpU74
69,God Is A Dancer (with Mabel),Tiësto,90500,2020-01-07,gb,6fenHIxXuuzKB55wY4WCHP
70,Sorry,Joel Corry,90393,2020-01-07,gb,6y1UtRcHQU07aUs3oxZ8Yn
71,Mr. Brightside,The Killers,89963,2020-01-07,gb,7d8GetOsjbxYnlo6Y9e5Kw
72,Say So,Doja Cat,89762,2020-01-07,gb,3Dv1eDb0MEgF93GpLXlucZ
73,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,88485,2020-01-07,gb,4etKC4ngPKsQDHUMnYgV3A
74,Take Me Back to London (feat. Stormzy),Ed Sheeran,87288,2020-01-07,gb,1AI7UPw3fgwAFkvAlZWhE0
75,Ballin' (with Roddy Ricch),Mustard,85883,2020-01-07,gb,3QzAOrNlsabgbMwlZt7TAY
76,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,85817,2020-01-07,gb,7h0d2h0fUmzbs7zeFigJPn
77,Loyal (feat. Drake),PARTYNEXTDOOR,85599,2020-01-07,gb,5bvnqVuq7UFl0txSlHpsfS
78,How Do You Sleep?,Sam Smith,85238,2020-01-07,gb,6b2RcmUt1g9N9mQ3CbjX2Y
79,We Got Love,Sigala,85129,2020-01-07,gb,35mMXfym6C9VOTUVrcKKZp
80,So High (feat. Fredo),MIST,83630,2020-01-07,gb,5aubXDnDNVKA5pS7EnR0mp
81,SUGAR,BROCKHAMPTON,83341,2020-01-07,gb,6U0FIYXCQ3TGrk4tFpLrEA
82,Suicidal,YNW Melly,81880,2020-01-07,gb,1iSqfoUFnQwV0QW1EfUit8
83,Grace,Lewis Capaldi,81476,2020-01-07,gb,0pEkK8MqbmGSX7fT8WLMbR
84,Don't Call Me Up,Mabel,80971,2020-01-07,gb,5WHTFyqSii0lmT9R21abT8
85,ocean eyes,Billie Eilish,79971,2020-01-07,gb,2uIX8YMNjGMD7441kqyyNU
86,July,Noah Cyrus,79861,2020-01-07,gb,5a6pdCHlWS2ekOOQ70QnAr
87,Old Town Road - Remix,Lil Nas X,79242,2020-01-07,gb,2YpeDb67231RjR0MgVLzsG
88,lovely (with Khalid),Billie Eilish,78381,2020-01-07,gb,0u2P5u6lvoDfwTYjAADbn4
89,7 rings,Ariana Grande,77995,2020-01-07,gb,6ocbgoVGwYJhOv1GgI9NsF
90,Both,Headie One,77912,2020-01-07,gb,0SxjNrhMwarsbcgEy0pavJ
91,Shallow,Lady Gaga,77677,2020-01-07,gb,2VxeLyX666F8uXCJ0dZF8B
92,Wow.,Post Malone,77633,2020-01-07,gb,7xQAfvXzm3AkraOtGPWIZg
93,Futsal Shuffle 2020,Lil Uzi Vert,76669,2020-01-07,gb,2Ec33AVlkTTq8BHFgBTdQs
94,Thiago Silva,Dave,75657,2020-01-07,gb,3DKCTIiJ97bS9TGiqcABjo
95,Shotgun,George Ezra,75205,2020-01-07,gb,4ofwffwvvnbSkrMSCKQDaC
96,Roses - Imanbek Remix,SAINt JHN,75165,2020-01-07,gb,24Yi9hE78yPEbZ4kxyoXAI
97,Keisha & Becky - Remix,RussMB,74872,2020-01-07,gb,5wIjM4q7oIgiLqn8Qfoyxh
98,Into the Unknown,Idina Menzel,74685,2020-01-07,gb,3Z0oQ8r78OUaHvGPiDBR3W
99,Pop Boy (feat. Aitch),Stormzy,74486,2020-01-07,gb,3KcSwX6pyUnfJ0YZlcJE7d
100,French Kisses (feat. Aitch),ZieZie,74208,2020-01-07,gb,2jTBEuS8P9ZqVos9zecRzl
101,Truth Hurts,Lizzo,73641,2020-01-07,gb,5qmq61DAAOUaW8AUo8xKhh
102,Sweet but Psycho,Ava Max,73545,2020-01-07,gb,25sgk305KZfyuqVBQIahim
103,Options,NSG,71856,2020-01-07,gb,2cytBOLpwFRX7J9URCrFIe
104,Outnumbered,Dermot Kennedy,71730,2020-01-07,gb,4Ta3PhWmY50ZLU1uhKFKPE
105,One Second (feat. H.E.R.),Stormzy,71148,2020-01-07,gb,2DdI0KRBuxV5Km0bkm67yh
106,No Guidance (feat. Drake),Chris Brown,71139,2020-01-07,gb,6XHVuErjQ4XNm6nDPVCxVX
107,Big Michael,Stormzy,70991,2020-01-07,gb,4zrQ9UIhPD6lL6VBISJ5aE
108,Million Bucks,JAY1,70567,2020-01-07,gb,7y9nU0xWUltavzK8U1Fp5k
109,Goodbyes (Feat. Young Thug),Post Malone,69856,2020-01-07,gb,6vBdBCoOhKHiYDDOcorfNo
110,8 Style II,DigDat,69310,2020-01-07,gb,3UC3SnoKo6NdxXNQOjNs14
111,Robbery,Juice WRLD,69290,2020-01-07,gb,6Hj9jySrnFppAI0sEMCZpJ
112,Yellow Hearts,Ant Saunders,69182,2020-01-07,gb,2W4yABdLc4Jnds67Poi5Nl
113,Post Malone (feat. RANI),Sam Feldt,68952,2020-01-07,gb,36orMWv2PgvnzXsd5CJ0yL
114,Money In The Grave (Drake ft. Rick Ross),Drake,68252,2020-01-07,gb,5ry2OE6R2zPQFDO85XkgRb
115,Funky Friday,Dave,68080,2020-01-07,gb,01IQ4aQgOf0Kkq3a273hmO
116,Eastside (with Halsey & Khalid),benny blanco,67830,2020-01-07,gb,7FGq80cy8juXBCD2nrqdWU
117,bury a friend,Billie Eilish,67301,2020-01-07,gb,4SSnFejRGlZikf02HLewEF
118,Look At Her Now,Selena Gomez,67247,2020-01-07,gb,4yI3HpbSFSgFZtJP2kDe5m
119,Bando Ballads,M Huncho,67188,2020-01-07,gb,2y2MzFmMGxWFGKmVYOAOyx
120,Opp Thot,Poundz,66436,2020-01-07,gb,4VRE2Ler8le7DUymvKepY1
121,Happier,Marshmello,66105,2020-01-07,gb,2dpaYNEQHiRxtZbfNsse99
122,High Hopes,Panic! At The Disco,65629,2020-01-07,gb,1rqqCSm0Qe4I9rUvWncaom
123,Paper Cuts,Dave,65600,2020-01-07,gb,1gFMfqyVSXHMgvRloH2gDL
124,Superheroes,Stormzy,65398,2020-01-07,gb,02t2kfqtYpPW8718hxnBcV
125,Sucker,Jonas Brothers,64937,2020-01-07,gb,22vgEDb5hykfaTwLuskFGD
126,Rainfall (feat. Tiana Major9),Stormzy,64487,2020-01-07,gb,0AtMTwBF9dmAd2kjgKXpSu
127,If The World Was Ending (feat. Julia Michaels),JP Saxe,63317,2020-01-07,gb,2kJwzbxV2ppxnQoYw4GLBZ
128,Home P*ssy,D-Block Europe,62795,2020-01-07,gb,0m0F4N1H65Pvb9FMnISgB2
129,Fashion Week (feat. AJ Tracey & MoStack),Steel Banglez,62522,2020-01-07,gb,78KyOmqWmqLkQcXO1cA7MO
130,SICKO MODE,Travis Scott,61305,2020-01-07,gb,2xLMifQCjDGFmkHkpNLD9h
131,Floss (feat. MoStack & Not3s),AJ Tracey,61023,2020-01-07,gb,0LjXPuuttcYpND3IxAFww1
132,rockstar (feat. 21 Savage),Post Malone,60507,2020-01-07,gb,0e7ipj03S05BNilyu5bRzt
133,Jerry Sprunger (with T-Pain),Tory Lanez,60233,2020-01-07,gb,6JsHgIkMYHcbNtKfsal2Mg
134,F.N,Lil Tjay,59857,2020-01-07,gb,0RLLvYBopDwooCyvnTwgYu
135,"thank u, next",Ariana Grande,59632,2020-01-07,gb,3e9HZxeyfWwjeyPAMmWSSQ
136,Do Better,Stormzy,59546,2020-01-07,gb,0nLfmQWIqjZkCQNhfP0EHv
137,W (feat. Gunna),Koffee,59520,2020-01-07,gb,6xW2g0c5uSoa3S6xk9eI4j
138,Kitchen Kings,D-Block Europe,59124,2020-01-07,gb,1RJHieKAxYz9qbREvOR5eA
139,The Last Time,The Script,59047,2020-01-07,gb,600oiqLkQIJ85HvQGIQWvO
140,Golden,Harry Styles,58497,2020-01-07,gb,45S5WTQEGOB1VHr1Q4FuPl
141,Bohemian Rhapsody - 2011 Mix,Queen,58102,2020-01-07,gb,4u7EnebtmKWzUH433cf5Qv
142,Better Now,Post Malone,57982,2020-01-07,gb,7dt6x5M1jzdTEt8oCbisTK
143,SAD!,XXXTENTACION,57578,2020-01-07,gb,3ee8Jmje8o58CHK66QrVC2
144,Shape of You,Ed Sheeran,57159,2020-01-07,gb,7qiZfU4dY1lWllzX7mPBI3
145,God's Plan,Drake,56907,2020-01-07,gb,6DCZcSspjsKoFjzjrWoCdn
146,2002,Anne-Marie,56794,2020-01-07,gb,2BgEsaKNfHUdlh97KmvFyo
147,Say You Won't Let Go,James Arthur,56642,2020-01-07,gb,5uCax9HTNlzGybIStD3vDh
148,"10,000 Hours (with Justin Bieber)",Dan + Shay,56433,2020-01-07,gb,2wrJq5XKLnmhRXHIAf9xBa
149,Just You and I,Tom Walker,56133,2020-01-07,gb,03x2rVJRFUrvwlfxoHd9Mo
150,all the good girls go to hell,Billie Eilish,56129,2020-01-07,gb,6IRdLKIyS4p7XNiP8r6rsx
151,Wonderwall - Remastered,Oasis,56017,2020-01-07,gb,5qqabIl2vWzo9ApSC317sa
152,Mean It,Lauv,55980,2020-01-07,gb,5ACkb3CikcSZPF0h7FSZAp
153,Family,The Chainsmokers,55978,2020-01-07,gb,3TKpJrY9q49Mj1JOsM9zGL
154,Riptide,Vance Joy,55454,2020-01-07,gb,7yq4Qj7cqayVTp3FF9CWbm
155,Be Alright,Dean Lewis,55059,2020-01-07,gb,5qrSlOut2rNAWv3ubArkNy
156,Liar,Camila Cabello,54894,2020-01-07,gb,073ILU1C3APNRGF66VhtyA
157,Rachael's Little Brother,Stormzy,54885,2020-01-07,gb,2bH4EXqG4bm7EsKRSKC29R
158,Lalala,Y2K,54846,2020-01-07,gb,51Fjme0JiitpyXKuyQiCDo
159,VIBEZ,DaBaby,54521,2020-01-07,gb,0fySG6A6qLE8IvDpayb5bM
160,One Night (feat. Raphaella),MK,54413,2020-01-07,gb,4QUA94c3ycZm8dnpPih4sf
161,Good as Hell,Lizzo,54356,2020-01-07,gb,3Yh9lZcWyKrK9GjbhuS0hR
162,Monopoly,Dj Diddy,53958,2020-01-07,gb,1IxLK8ZQlxT5ZsuaNS3Gey
163,Guten Tag,Hardy Caprio,53851,2020-01-07,gb,0SErNy2An0gCpYFRUNWwNT
164,Hate Me (with Juice WRLD),Ellie Goulding,53695,2020-01-07,gb,6kls8cSlUyHW2BUOkDJIZE
165,One Dance,Drake,53261,2020-01-07,gb,1zi7xx7UVEFkmKfv06H8x0
166,Woah,Lil Baby,53223,2020-01-07,gb,598yNsG1JFrGd4n2kMoz7F
167,Trampoline,SHAED,53089,2020-01-07,gb,4HBvwhhYo7YiYXkUDrOHzS
168,One Kiss (with Dua Lipa),Calvin Harris,52908,2020-01-07,gb,7ef4DlsgrMEH11cDZd32M6
169,Butterflies (feat. Not3s),AJ Tracey,52834,2020-01-07,gb,4hGsbyf3p0U5mlJTJwiUTq
170,Cherry,Harry Styles,52763,2020-01-07,gb,2IOFZdYYkFxEHVz1w34PoL
171,Dancing With A Stranger (with Normani),Sam Smith,52542,2020-01-07,gb,6Qs4SXO9dwPj5GKvVOv8Ki
172,Handsome,Stormzy,52308,2020-01-07,gb,766N0mjf1KzAAYsA1eAJaN
173,Body (feat. Brando),Loud Luxury,52048,2020-01-07,gb,7K7MUBCnzgBAvMVW2RTWNs
174,The Less I Know The Better,Tame Impala,51761,2020-01-07,gb,6K4t31amVTZDgR3sKmwUJJ
175,Jocelyn Flores,XXXTENTACION,51362,2020-01-07,gb,7m9OqQk4RVRkw9JJdeAw96
176,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,51248,2020-01-07,gb,1DEkGXICCGLjDF7C65KBFw
177,SOS (feat. Aloe Blacc),Avicii,51053,2020-01-07,gb,2x0RZdkZcD8QRI53XT4GI5
178,Never Really Over,Katy Perry,50834,2020-01-07,gb,5PYQUBXc7NYeI1obMKSJK0
179,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,50833,2020-01-07,gb,3bidbhpOYeV4knp8AIu8Xn
180,Do I Wanna Know?,Arctic Monkeys,50676,2020-01-07,gb,3rq5w4bQGigXOfdN30ATJt
181,Everywhere - 2017 Remaster,Fleetwood Mac,50593,2020-01-07,gb,254bXAqt3zP6P50BdQvEsq
182,Giant (with Rag'n'Bone Man),Calvin Harris,50546,2020-01-07,gb,5itOtNx0WxtJmi1TQ3RuRd
183,Candy,Doja Cat,50337,2020-01-07,gb,1VJwtWR6z7SpZRwipI12be
184,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,50300,2020-01-07,gb,3gdewACMIVMEWVbyb8O9sY
185,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,50138,2020-01-07,gb,1wJRveJZLSb1rjhnUHQiv6
186,Change,Alz X 38,50099,2020-01-07,gb,7zXa0myk5r5ex9QfXbjqhY
187,Wake Me Up,Avicii,50044,2020-01-07,gb,4h8VwCb1MTGoLKueQ1WgbD
188,GATTI,JACKBOYS,49779,2020-01-07,gb,40mjsnRjCpycdUw3xhS20g
189,Panini,Lil Nas X,49681,2020-01-07,gb,1000nHvUdawXuUHgBod4Wv
190,Dancing On My Own,Calum Scott,49662,2020-01-07,gb,2BOqDYLOJBiMOXShCV1neZ
191,Mad Love,Mabel,49550,2020-01-07,gb,0bfWT3AgM7ZTuqesJvRP6H
192,Going Bad (feat. Drake),Meek Mill,49504,2020-01-07,gb,2IRZnDFmlqMuOrYOLnZZyc
193,Dancing in the Moonlight,Toploader,49395,2020-01-07,gb,3Fzlg5r1IjhLk2qRw667od
194,The London (feat. J. Cole & Travis Scott),Young Thug,49122,2020-01-07,gb,3s4mrPrEFFPF0LmAfutW0n
195,Disaster (feat. J Hus),Dave,49055,2020-01-07,gb,3rqmxZNh2BRgJ3BiCPFTSG
196,Pride,Nines,48986,2020-01-07,gb,08Xo6nCF8Po792gelsNtmQ
197,Shut Up and Dance,WALK THE MOON,48932,2020-01-07,gb,0kzw2tRyuL9rzipi5ntlIy
198,December,Bugzy Malone,48690,2020-01-07,gb,2n3NxSENFUdVRer1OcKeeZ
199,Orphans,Coldplay,48650,2020-01-07,gb,03T4ttRCiLXST6MZjeMwmR
200,Better,Khalid,48481,2020-01-07,gb,6zeeWid2sgw4lap2jV61PZ
