Position,Track Name,Artist,Streams,date,region,id
32,Location (feat. Burna Boy),Dave,140380,2019-12-30,gb,3z4CGd63tpUn9a6oQSG0CI
33,I Don't Care (with Justin Bieber),Ed Sheeran,139960,2019-12-30,gb,0hVXuCcriWRGvwMV1r5Yn9
34,Lessons,Stormzy,139807,2019-12-30,gb,5iVGN1Th2DqyWVNIBM8Vwk
35,Don't Rush (feat. Headie One),Young T & Bugsey,138647,2019-12-30,gb,0PXukVbYpvz40KcEFKnIw7
36,The Box,Roddy Ricch,130715,2019-12-30,gb,0nbXyq5TXYPCO7pr3N8S4I
37,Turn Me On (feat. Vula),Riton,130153,2019-12-30,gb,0qaWEvPkts34WF68r8Dzx9
38,Must Be,J Hus,129418,2019-12-30,gb,2n1oPHJVMPWJkjgHwVcksY
39,No Cellular Site,D-Block Europe,128432,2019-12-30,gb,5A5HUdwGAlJLC9vg5Dyhio
40,Netflix & Chill,Fredo,126088,2019-12-30,gb,31m40qBxoj4iMSnQLkq8nP
41,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,126083,2019-12-30,gb,0RiRZpuVRbi7oqRdSMwhQY
42,HIGHEST IN THE ROOM,Travis Scott,125598,2019-12-30,gb,3eekarcy7kvN4yt5ZFzltW
43,Strike a Pose (feat. Aitch),Young T & Bugsey,123287,2019-12-30,gb,23GvTfcGK454ppLsts3W44
44,Hold Me While You Wait,Lewis Capaldi,122620,2019-12-30,gb,60iSKGrGazRzICtMjADNSM
45,Ransom,Lil Tecca,117404,2019-12-30,gb,1lOe9qE0vR9zwWQAOk6CoO
46,Taste (Make It Shake),Aitch,115287,2019-12-30,gb,1xPpYbCaJWonL7IFXPDjON
47,No Idea,Don Toliver,112328,2019-12-30,gb,3VyjsVV24RmBIbWJAeUJNu
48,Buss Down (feat. ZieZie),Aitch,107078,2019-12-30,gb,584UC3Qpm8SbYd7aRWKREu
49,Professor X,Dave,106132,2019-12-30,gb,5wfyoR8XOkw45QRtFOoxyi
50,No Denying,J Hus,105590,2019-12-30,gb,2kUIOTeKv8ZeT6vh9gh7RF
51,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,104934,2019-12-30,gb,07Oz5StQ7GRoygNLaXs2pd
52,3 Nights,Dominic Fike,104261,2019-12-30,gb,1tNJrcVe6gwLEiZCtprs1u
53,Falling,Harry Styles,104246,2019-12-30,gb,1ZMiCix7XSAbfAJlEZWMCp
54,Nice To Meet Ya,Niall Horan,103739,2019-12-30,gb,3cphb8kdsjElYR7r5icK3H
55,Crown,Stormzy,103204,2019-12-30,gb,4CEGyF5A5u5BjweVvkgCsn
56,New Dior,DigDat,102782,2019-12-30,gb,4aRRxKxJbvIEjXWXB0l3w7
57,Be Honest,Jorja Smith,102291,2019-12-30,gb,3IWs9dAwTqN0EFhOIcBDfs
58,when the party's over,Billie Eilish,101997,2019-12-30,gb,43zdsphuZLzwA9k4DJhU0I
59,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,100562,2019-12-30,gb,7h0d2h0fUmzbs7zeFigJPn
60,Bandit (with YoungBoy Never Broke Again),Juice WRLD,97967,2019-12-30,gb,6Gg1gjgKi2AK4e0qzsR7sd
61,Take Me Back to London (feat. Stormzy),Ed Sheeran,96931,2019-12-30,gb,1AI7UPw3fgwAFkvAlZWhE0
62,Sorry,Joel Corry,96742,2019-12-30,gb,6y1UtRcHQU07aUs3oxZ8Yn
63,Higher Love,Kygo,96466,2019-12-30,gb,6oJ6le65B3SEqPwMRNXWjY
64,Mr. Brightside,The Killers,94310,2019-12-30,gb,7d8GetOsjbxYnlo6Y9e5Kw
65,Better Half of Me,Tom Walker,93662,2019-12-30,gb,4VPlKUSjC9HdZdUbFZ0Y5y
66,Piece Of Your Heart,MEDUZA,93608,2019-12-30,gb,1DFD5Fotzgn6yYXkYsKiGs
67,Into the Unknown,Idina Menzel,93564,2019-12-30,gb,3Z0oQ8r78OUaHvGPiDBR3W
68,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,93562,2019-12-30,gb,4etKC4ngPKsQDHUMnYgV3A
69,Old Town Road - Remix,Lil Nas X,92800,2019-12-30,gb,2YpeDb67231RjR0MgVLzsG
70,Gangsta,Darkoo,92573,2019-12-30,gb,0KzhyaVtr2v4J9GVdMgCk0
71,Shotgun,George Ezra,89336,2019-12-30,gb,4ofwffwvvnbSkrMSCKQDaC
72,7 rings,Ariana Grande,88842,2019-12-30,gb,6ocbgoVGwYJhOv1GgI9NsF
73,God Is A Dancer (with Mabel),Tiësto,87218,2019-12-30,gb,6fenHIxXuuzKB55wY4WCHP
74,Wiley Flow,Stormzy,87104,2019-12-30,gb,5Rbj8akony3l0NNM5TjH1F
75,How Do You Sleep?,Sam Smith,86488,2019-12-30,gb,6b2RcmUt1g9N9mQ3CbjX2Y
76,So High (feat. Fredo),MIST,85838,2019-12-30,gb,5aubXDnDNVKA5pS7EnR0mp
77,Don't Call Me Up,Mabel,84830,2019-12-30,gb,5WHTFyqSii0lmT9R21abT8
78,BOP,DaBaby,83337,2019-12-30,gb,6Ozh9Ok6h4Oi1wUSLtBseN
79,ocean eyes,Billie Eilish,81696,2019-12-30,gb,2uIX8YMNjGMD7441kqyyNU
80,Keisha & Becky - Remix,RussMB,81635,2019-12-30,gb,5wIjM4q7oIgiLqn8Qfoyxh
81,Sweet but Psycho,Ava Max,81208,2019-12-30,gb,25sgk305KZfyuqVBQIahim
82,Shallow,Lady Gaga,80985,2019-12-30,gb,2VxeLyX666F8uXCJ0dZF8B
83,Grace,Lewis Capaldi,80524,2019-12-30,gb,0pEkK8MqbmGSX7fT8WLMbR
84,Loyal (feat. Drake),PARTYNEXTDOOR,79935,2019-12-30,gb,5bvnqVuq7UFl0txSlHpsfS
85,Up All Night,Khalid,79372,2019-12-30,gb,1mpD5Q8IM32I4bF6eCpU74
86,Wow.,Post Malone,79308,2019-12-30,gb,7xQAfvXzm3AkraOtGPWIZg
87,lovely (with Khalid),Billie Eilish,78470,2019-12-30,gb,0u2P5u6lvoDfwTYjAADbn4
88,Suicidal,YNW Melly,77712,2019-12-30,gb,1iSqfoUFnQwV0QW1EfUit8
89,Robbery,Juice WRLD,77477,2019-12-30,gb,6Hj9jySrnFppAI0sEMCZpJ
90,Truth Hurts,Lizzo,76971,2019-12-30,gb,5qmq61DAAOUaW8AUo8xKhh
91,Both,Headie One,76121,2019-12-30,gb,0SxjNrhMwarsbcgEy0pavJ
92,Thiago Silva,Dave,75382,2019-12-30,gb,3DKCTIiJ97bS9TGiqcABjo
93,Options,NSG,75180,2019-12-30,gb,2cytBOLpwFRX7J9URCrFIe
94,We Got Love,Sigala,74742,2019-12-30,gb,35mMXfym6C9VOTUVrcKKZp
95,French Kisses (feat. Aitch),ZieZie,74248,2019-12-30,gb,2jTBEuS8P9ZqVos9zecRzl
96,GANG GANG,JACKBOYS,73953,2019-12-30,gb,6uJONCdr2rC65BNmCnTBWK
97,bury a friend,Billie Eilish,73671,2019-12-30,gb,4SSnFejRGlZikf02HLewEF
98,Outnumbered,Dermot Kennedy,73646,2019-12-30,gb,4Ta3PhWmY50ZLU1uhKFKPE
99,Happier,Marshmello,73466,2019-12-30,gb,2dpaYNEQHiRxtZbfNsse99
100,WHAT TO DO? (feat. Don Toliver),JACKBOYS,71719,2019-12-30,gb,4AO1XhrgJczQ9bNVxdfKQe
101,Goodbyes (Feat. Young Thug),Post Malone,71295,2019-12-30,gb,6vBdBCoOhKHiYDDOcorfNo
102,No Guidance (feat. Drake),Chris Brown,70949,2019-12-30,gb,6XHVuErjQ4XNm6nDPVCxVX
103,Post Malone (feat. RANI),Sam Feldt,70675,2019-12-30,gb,36orMWv2PgvnzXsd5CJ0yL
104,Ballin' (with Roddy Ricch),Mustard,69442,2019-12-30,gb,3QzAOrNlsabgbMwlZt7TAY
105,Opp Thot,Poundz,69407,2019-12-30,gb,4VRE2Ler8le7DUymvKepY1
106,Sucker,Jonas Brothers,69361,2019-12-30,gb,22vgEDb5hykfaTwLuskFGD
107,Bando Ballads,M Huncho,69319,2019-12-30,gb,2y2MzFmMGxWFGKmVYOAOyx
108,Money In The Grave (Drake ft. Rick Ross),Drake,68206,2019-12-30,gb,5ry2OE6R2zPQFDO85XkgRb
109,Million Bucks,JAY1,68193,2019-12-30,gb,7y9nU0xWUltavzK8U1Fp5k
110,Pop Boy (feat. Aitch),Stormzy,68096,2019-12-30,gb,3KcSwX6pyUnfJ0YZlcJE7d
111,Bohemian Rhapsody - 2011 Mix,Queen,68033,2019-12-30,gb,4u7EnebtmKWzUH433cf5Qv
112,Futsal Shuffle 2020,Lil Uzi Vert,67911,2019-12-30,gb,2Ec33AVlkTTq8BHFgBTdQs
113,Had Enough (feat. Quavo & Offset),Don Toliver,67149,2019-12-30,gb,2jrAaawDRCn1JjeouxAyDN
114,Funky Friday,Dave,66695,2019-12-30,gb,01IQ4aQgOf0Kkq3a273hmO
115,Yellow Hearts,Ant Saunders,66547,2019-12-30,gb,2W4yABdLc4Jnds67Poi5Nl
116,Eastside (with Halsey & Khalid),benny blanco,66543,2019-12-30,gb,7FGq80cy8juXBCD2nrqdWU
117,High Hopes,Panic! At The Disco,66087,2019-12-30,gb,1rqqCSm0Qe4I9rUvWncaom
118,"thank u, next",Ariana Grande,65793,2019-12-30,gb,3e9HZxeyfWwjeyPAMmWSSQ
119,Say So,Doja Cat,65080,2019-12-30,gb,3Dv1eDb0MEgF93GpLXlucZ
120,Creep,D-Block Europe,64805,2019-12-30,gb,5tn1NxkTbgnH4pBsBPHI1c
121,July,Noah Cyrus,64088,2019-12-30,gb,5a6pdCHlWS2ekOOQ70QnAr
122,SAD!,XXXTENTACION,63622,2019-12-30,gb,3ee8Jmje8o58CHK66QrVC2
123,Home P*ssy,D-Block Europe,63457,2019-12-30,gb,0m0F4N1H65Pvb9FMnISgB2
124,Fashion Week (feat. AJ Tracey & MoStack),Steel Banglez,63336,2019-12-30,gb,78KyOmqWmqLkQcXO1cA7MO
125,rockstar (feat. 21 Savage),Post Malone,63229,2019-12-30,gb,0e7ipj03S05BNilyu5bRzt
126,Paper Cuts,Dave,62735,2019-12-30,gb,1gFMfqyVSXHMgvRloH2gDL
127,OUT WEST (feat. Young Thug),JACKBOYS,62522,2019-12-30,gb,6gi6y1xwmVszDWkUqab1qw
128,Superheroes,Stormzy,62376,2019-12-30,gb,02t2kfqtYpPW8718hxnBcV
129,GATTI,JACKBOYS,62301,2019-12-30,gb,40mjsnRjCpycdUw3xhS20g
130,Look At Her Now,Selena Gomez,62250,2019-12-30,gb,4yI3HpbSFSgFZtJP2kDe5m
131,One Second (feat. H.E.R.),Stormzy,62057,2019-12-30,gb,2DdI0KRBuxV5Km0bkm67yh
132,Shape of You,Ed Sheeran,62041,2019-12-30,gb,7qiZfU4dY1lWllzX7mPBI3
133,Lalala,Y2K,61975,2019-12-30,gb,51Fjme0JiitpyXKuyQiCDo
134,Hate Me (with Juice WRLD),Ellie Goulding,61446,2019-12-30,gb,6kls8cSlUyHW2BUOkDJIZE
135,Roses - Imanbek Remix,SAINt JHN,61369,2019-12-30,gb,24Yi9hE78yPEbZ4kxyoXAI
136,all the good girls go to hell,Billie Eilish,61207,2019-12-30,gb,6IRdLKIyS4p7XNiP8r6rsx
137,Kitchen Kings,D-Block Europe,61068,2019-12-30,gb,1RJHieKAxYz9qbREvOR5eA
138,Wonderwall - Remastered,Oasis,61060,2019-12-30,gb,5qqabIl2vWzo9ApSC317sa
139,SICKO MODE,Travis Scott,61032,2019-12-30,gb,2xLMifQCjDGFmkHkpNLD9h
140,"10,000 Hours (with Justin Bieber)",Dan + Shay,60091,2019-12-30,gb,2wrJq5XKLnmhRXHIAf9xBa
141,Liar,Camila Cabello,59493,2019-12-30,gb,073ILU1C3APNRGF66VhtyA
142,Big Michael,Stormzy,59334,2019-12-30,gb,4zrQ9UIhPD6lL6VBISJ5aE
143,Panini,Lil Nas X,59216,2019-12-30,gb,1000nHvUdawXuUHgBod4Wv
144,2002,Anne-Marie,58999,2019-12-30,gb,2BgEsaKNfHUdlh97KmvFyo
145,Candy,Doja Cat,58681,2019-12-30,gb,1VJwtWR6z7SpZRwipI12be
146,Good as Hell,Lizzo,58248,2019-12-30,gb,3Yh9lZcWyKrK9GjbhuS0hR
147,Just You and I,Tom Walker,57939,2019-12-30,gb,03x2rVJRFUrvwlfxoHd9Mo
148,Better Now,Post Malone,57736,2019-12-30,gb,7dt6x5M1jzdTEt8oCbisTK
149,Golden,Harry Styles,57451,2019-12-30,gb,45S5WTQEGOB1VHr1Q4FuPl
150,God's Plan,Drake,57449,2019-12-30,gb,6DCZcSspjsKoFjzjrWoCdn
151,Floss (feat. MoStack & Not3s),AJ Tracey,57417,2019-12-30,gb,0LjXPuuttcYpND3IxAFww1
152,Giant (with Rag'n'Bone Man),Calvin Harris,56777,2019-12-30,gb,5itOtNx0WxtJmi1TQ3RuRd
153,Dancing With A Stranger (with Normani),Sam Smith,56433,2019-12-30,gb,6Qs4SXO9dwPj5GKvVOv8Ki
154,Jerry Sprunger (with T-Pain),Tory Lanez,56275,2019-12-30,gb,6JsHgIkMYHcbNtKfsal2Mg
155,The Last Time,The Script,55857,2019-12-30,gb,600oiqLkQIJ85HvQGIQWvO
156,Rainfall (feat. Tiana Major9),Stormzy,55629,2019-12-30,gb,0AtMTwBF9dmAd2kjgKXpSu
157,Legends,Juice WRLD,55458,2019-12-30,gb,1Knctxx9vGZxpZfF66BIEa
158,Riptide,Vance Joy,55329,2019-12-30,gb,7yq4Qj7cqayVTp3FF9CWbm
159,If The World Was Ending (feat. Julia Michaels),JP Saxe,55229,2019-12-30,gb,2kJwzbxV2ppxnQoYw4GLBZ
160,Say You Won't Let Go,James Arthur,55215,2019-12-30,gb,5uCax9HTNlzGybIStD3vDh
161,Don't Stop Me Now - 2011 Mix,Queen,55111,2019-12-30,gb,5T8EDUDqKcs6OSOwEsfqG7
162,SOS (feat. Aloe Blacc),Avicii,54413,2019-12-30,gb,2x0RZdkZcD8QRI53XT4GI5
163,Guten Tag,Hardy Caprio,53909,2019-12-30,gb,0SErNy2An0gCpYFRUNWwNT
164,Everywhere - 2017 Remaster,Fleetwood Mac,53622,2019-12-30,gb,254bXAqt3zP6P50BdQvEsq
165,Prescription Drugs,D-Block Europe,53607,2019-12-30,gb,4b4XY4pcAP0Zvk04RH7HDI
166,Murder On My Mind,YNW Melly,53426,2019-12-30,gb,7eBqSVxrzQZtK2mmgRG6lC
167,One Kiss (with Dua Lipa),Calvin Harris,53308,2019-12-30,gb,7ef4DlsgrMEH11cDZd32M6
168,One Dance,Drake,52965,2019-12-30,gb,1zi7xx7UVEFkmKfv06H8x0
169,Love Me Again (with Jess Glynne),RAYE,52920,2019-12-30,gb,359R03sj5qiwy4j0TqvLog
170,Butterflies (feat. Not3s),AJ Tracey,52783,2019-12-30,gb,4hGsbyf3p0U5mlJTJwiUTq
171,Mad Love,Mabel,52584,2019-12-30,gb,0bfWT3AgM7ZTuqesJvRP6H
172,Mean It,Lauv,52311,2019-12-30,gb,3GRSqlALWISqLeNncZMbpX
173,Be Alright,Dean Lewis,52211,2019-12-30,gb,5qrSlOut2rNAWv3ubArkNy
174,Jocelyn Flores,XXXTENTACION,52000,2019-12-30,gb,7m9OqQk4RVRkw9JJdeAw96
175,F.N,Lil Tjay,51939,2019-12-30,gb,0RLLvYBopDwooCyvnTwgYu
176,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,51771,2019-12-30,gb,1wJRveJZLSb1rjhnUHQiv6
177,W (feat. Gunna),Koffee,51766,2019-12-30,gb,6xW2g0c5uSoa3S6xk9eI4j
178,Cherry,Harry Styles,51377,2019-12-30,gb,2IOFZdYYkFxEHVz1w34PoL
179,All Girls Are The Same,Juice WRLD,51353,2019-12-30,gb,4VXIryQMWpIdGgYR4TrjT1
180,Family,The Chainsmokers,51304,2019-12-30,gb,3TKpJrY9q49Mj1JOsM9zGL
181,Body (feat. Brando),Loud Luxury,50870,2019-12-30,gb,7K7MUBCnzgBAvMVW2RTWNs
182,Show Yourself,Idina Menzel,50752,2019-12-30,gb,50WeOnXhM1H7AZEeIDoWfZ
183,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,50747,2019-12-30,gb,3gdewACMIVMEWVbyb8O9sY
184,Don't Look Back in Anger - Remastered,Oasis,50665,2019-12-30,gb,0UvCh63URrLFcPkKt99hHd
185,The Gift,Sidemen,50637,2019-12-30,gb,3DpiKVldEAVWMSuhFvaEdK
186,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,50632,2019-12-30,gb,3bidbhpOYeV4knp8AIu8Xn
187,223's (feat. 9lokknine),YNW Melly,50598,2019-12-30,gb,29ZXwWOOLz9t5fa3eT3i7T
188,Do Better,Stormzy,50396,2019-12-30,gb,0nLfmQWIqjZkCQNhfP0EHv
189,Paradise,George Ezra,50264,2019-12-30,gb,38zwkK6TtTjIW9tpYBfZ3D
190,Believer,Imagine Dragons,50118,2019-12-30,gb,0pqnGHJpmpxLKifKRmU6WP
191,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,50111,2019-12-30,gb,4wuCQX7JvAZLlrcmH4AeZF
192,Change,Alz X 38,49896,2019-12-30,gb,7zXa0myk5r5ex9QfXbjqhY
193,Darling,D-Block Europe,49850,2019-12-30,gb,2kQ9udZ0v3H8PFSVmbY1Kq
194,"break up with your girlfriend, i'm bored",Ariana Grande,49841,2019-12-30,gb,4kV4N9D1iKVxx1KLvtTpjS
195,Shut Up and Dance,WALK THE MOON,49744,2019-12-30,gb,0kzw2tRyuL9rzipi5ntlIy
196,Advice,Cadet,49698,2019-12-30,gb,1fp2uoWXPca3mIdxRHIgQm
197,Dancing in the Moonlight,Toploader,49601,2019-12-30,gb,3Fzlg5r1IjhLk2qRw667od
198,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,49574,2019-12-30,gb,421eObjg0DTm2qajJl5OJm
199,wish you were gay,Billie Eilish,49516,2019-12-30,gb,3Fj47GNK2kUF0uaEDgXLaD
200,Africa,TOTO,49343,2019-12-30,gb,2374M0fQpWi3dLnB54qaLX
