Position,Track Name,Artist,Streams,date,region,id
62,Professor X,Dave,86178,2020-01-05,gb,5wfyoR8XOkw45QRtFOoxyi
63,Bandit (with YoungBoy Never Broke Again),Juice WRLD,84433,2020-01-05,gb,6Gg1gjgKi2AK4e0qzsR7sd
64,Buss Down (feat. ZieZie),Aitch,84267,2020-01-05,gb,584UC3Qpm8SbYd7aRWKREu
65,Mr. Brightside,The Killers,83249,2020-01-05,gb,7d8GetOsjbxYnlo6Y9e5Kw
66,Take Me Back to London (feat. Stormzy),Ed Sheeran,81585,2020-01-05,gb,1AI7UPw3fgwAFkvAlZWhE0
67,Shotgun,George Ezra,80639,2020-01-05,gb,4ofwffwvvnbSkrMSCKQDaC
68,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,80329,2020-01-05,gb,4etKC4ngPKsQDHUMnYgV3A
69,No Cellular Site,D-Block Europe,80113,2020-01-05,gb,5A5HUdwGAlJLC9vg5Dyhio
70,Piece Of Your Heart,MEDUZA,79934,2020-01-05,gb,1DFD5Fotzgn6yYXkYsKiGs
71,Say So,Doja Cat,78918,2020-01-05,gb,3Dv1eDb0MEgF93GpLXlucZ
72,How Do You Sleep?,Sam Smith,78515,2020-01-05,gb,6b2RcmUt1g9N9mQ3CbjX2Y
73,Old Town Road - Remix,Lil Nas X,77764,2020-01-05,gb,2YpeDb67231RjR0MgVLzsG
74,Sorry,Joel Corry,77063,2020-01-05,gb,6y1UtRcHQU07aUs3oxZ8Yn
75,BOP,DaBaby,76589,2020-01-05,gb,6Ozh9Ok6h4Oi1wUSLtBseN
76,7 rings,Ariana Grande,76212,2020-01-05,gb,6ocbgoVGwYJhOv1GgI9NsF
77,lovely (with Khalid),Billie Eilish,75525,2020-01-05,gb,0u2P5u6lvoDfwTYjAADbn4
78,God Is A Dancer (with Mabel),Tiësto,74515,2020-01-05,gb,6fenHIxXuuzKB55wY4WCHP
79,Grace,Lewis Capaldi,73945,2020-01-05,gb,0pEkK8MqbmGSX7fT8WLMbR
80,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,73879,2020-01-05,gb,7h0d2h0fUmzbs7zeFigJPn
81,Up All Night,Khalid,73462,2020-01-05,gb,1mpD5Q8IM32I4bF6eCpU74
82,ocean eyes,Billie Eilish,73344,2020-01-05,gb,2uIX8YMNjGMD7441kqyyNU
83,Shallow,Lady Gaga,72623,2020-01-05,gb,2VxeLyX666F8uXCJ0dZF8B
84,Ballin' (with Roddy Ricch),Mustard,71998,2020-01-05,gb,3QzAOrNlsabgbMwlZt7TAY
85,Suicidal,YNW Melly,71778,2020-01-05,gb,1iSqfoUFnQwV0QW1EfUit8
86,So High (feat. Fredo),MIST,71309,2020-01-05,gb,5aubXDnDNVKA5pS7EnR0mp
87,SUGAR,BROCKHAMPTON,71228,2020-01-05,gb,6U0FIYXCQ3TGrk4tFpLrEA
88,Don't Call Me Up,Mabel,70791,2020-01-05,gb,5WHTFyqSii0lmT9R21abT8
89,Wiley Flow,Stormzy,70009,2020-01-05,gb,5Rbj8akony3l0NNM5TjH1F
90,Loyal (feat. Drake),PARTYNEXTDOOR,69986,2020-01-05,gb,5bvnqVuq7UFl0txSlHpsfS
91,July,Noah Cyrus,69663,2020-01-05,gb,5a6pdCHlWS2ekOOQ70QnAr
92,Sweet but Psycho,Ava Max,68753,2020-01-05,gb,25sgk305KZfyuqVBQIahim
93,We Got Love,Sigala,68039,2020-01-05,gb,35mMXfym6C9VOTUVrcKKZp
94,Truth Hurts,Lizzo,67470,2020-01-05,gb,5qmq61DAAOUaW8AUo8xKhh
95,Wow.,Post Malone,67207,2020-01-05,gb,7xQAfvXzm3AkraOtGPWIZg
96,Keisha & Becky - Remix,RussMB,66151,2020-01-05,gb,5wIjM4q7oIgiLqn8Qfoyxh
97,Happier,Marshmello,65890,2020-01-05,gb,2dpaYNEQHiRxtZbfNsse99
98,Yellow Hearts,Ant Saunders,64533,2020-01-05,gb,2W4yABdLc4Jnds67Poi5Nl
99,Robbery,Juice WRLD,63349,2020-01-05,gb,6Hj9jySrnFppAI0sEMCZpJ
100,Outnumbered,Dermot Kennedy,62978,2020-01-05,gb,4Ta3PhWmY50ZLU1uhKFKPE
101,Both,Headie One,62700,2020-01-05,gb,0SxjNrhMwarsbcgEy0pavJ
102,French Kisses (feat. Aitch),ZieZie,62513,2020-01-05,gb,2jTBEuS8P9ZqVos9zecRzl
103,bury a friend,Billie Eilish,62427,2020-01-05,gb,4SSnFejRGlZikf02HLewEF
104,Sucker,Jonas Brothers,62237,2020-01-05,gb,22vgEDb5hykfaTwLuskFGD
105,Thiago Silva,Dave,62096,2020-01-05,gb,3DKCTIiJ97bS9TGiqcABjo
106,High Hopes,Panic! At The Disco,61323,2020-01-05,gb,1rqqCSm0Qe4I9rUvWncaom
107,Goodbyes (Feat. Young Thug),Post Malone,61255,2020-01-05,gb,6vBdBCoOhKHiYDDOcorfNo
108,No Guidance (feat. Drake),Chris Brown,61189,2020-01-05,gb,6XHVuErjQ4XNm6nDPVCxVX
109,Options,NSG,60611,2020-01-05,gb,2cytBOLpwFRX7J9URCrFIe
110,Eastside (with Halsey & Khalid),benny blanco,60041,2020-01-05,gb,7FGq80cy8juXBCD2nrqdWU
111,Bohemian Rhapsody - 2011 Mix,Queen,59901,2020-01-05,gb,4u7EnebtmKWzUH433cf5Qv
112,Roses - Imanbek Remix,SAINt JHN,59543,2020-01-05,gb,24Yi9hE78yPEbZ4kxyoXAI
113,Post Malone (feat. RANI),Sam Feldt,59541,2020-01-05,gb,36orMWv2PgvnzXsd5CJ0yL
114,SAD!,XXXTENTACION,57843,2020-01-05,gb,3ee8Jmje8o58CHK66QrVC2
115,Shape of You,Ed Sheeran,57697,2020-01-05,gb,7qiZfU4dY1lWllzX7mPBI3
116,Opp Thot,Poundz,57608,2020-01-05,gb,4VRE2Ler8le7DUymvKepY1
117,Money In The Grave (Drake ft. Rick Ross),Drake,56833,2020-01-05,gb,5ry2OE6R2zPQFDO85XkgRb
118,Futsal Shuffle 2020,Lil Uzi Vert,56819,2020-01-05,gb,2Ec33AVlkTTq8BHFgBTdQs
119,Million Bucks,JAY1,56608,2020-01-05,gb,7y9nU0xWUltavzK8U1Fp5k
120,Funky Friday,Dave,56582,2020-01-05,gb,01IQ4aQgOf0Kkq3a273hmO
121,If The World Was Ending (feat. Julia Michaels),JP Saxe,56519,2020-01-05,gb,2kJwzbxV2ppxnQoYw4GLBZ
122,rockstar (feat. 21 Savage),Post Malone,56345,2020-01-05,gb,0e7ipj03S05BNilyu5bRzt
123,Bando Ballads,M Huncho,56083,2020-01-05,gb,2y2MzFmMGxWFGKmVYOAOyx
124,Look At Her Now,Selena Gomez,55763,2020-01-05,gb,4yI3HpbSFSgFZtJP2kDe5m
125,"thank u, next",Ariana Grande,54455,2020-01-05,gb,3e9HZxeyfWwjeyPAMmWSSQ
126,2002,Anne-Marie,54304,2020-01-05,gb,2BgEsaKNfHUdlh97KmvFyo
127,Better Now,Post Malone,53814,2020-01-05,gb,7dt6x5M1jzdTEt8oCbisTK
128,8 Style II,DigDat,53649,2020-01-05,gb,3UC3SnoKo6NdxXNQOjNs14
129,F.N,Lil Tjay,53224,2020-01-05,gb,0RLLvYBopDwooCyvnTwgYu
130,all the good girls go to hell,Billie Eilish,52964,2020-01-05,gb,6IRdLKIyS4p7XNiP8r6rsx
131,Say You Won't Let Go,James Arthur,52891,2020-01-05,gb,5uCax9HTNlzGybIStD3vDh
132,Lalala,Y2K,52810,2020-01-05,gb,51Fjme0JiitpyXKuyQiCDo
133,Home P*ssy,D-Block Europe,52769,2020-01-05,gb,0m0F4N1H65Pvb9FMnISgB2
134,Wonderwall - Remastered,Oasis,52674,2020-01-05,gb,5qqabIl2vWzo9ApSC317sa
135,Riptide,Vance Joy,52637,2020-01-05,gb,7yq4Qj7cqayVTp3FF9CWbm
136,Pop Boy (feat. Aitch),Stormzy,52546,2020-01-05,gb,3KcSwX6pyUnfJ0YZlcJE7d
137,SICKO MODE,Travis Scott,52377,2020-01-05,gb,2xLMifQCjDGFmkHkpNLD9h
138,Paper Cuts,Dave,51649,2020-01-05,gb,1gFMfqyVSXHMgvRloH2gDL
139,Fashion Week (feat. AJ Tracey & MoStack),Steel Banglez,51384,2020-01-05,gb,78KyOmqWmqLkQcXO1cA7MO
140,Be Alright,Dean Lewis,51231,2020-01-05,gb,5qrSlOut2rNAWv3ubArkNy
141,Kitchen Kings,D-Block Europe,51216,2020-01-05,gb,1RJHieKAxYz9qbREvOR5eA
142,Just You and I,Tom Walker,50995,2020-01-05,gb,03x2rVJRFUrvwlfxoHd9Mo
143,Hate Me (with Juice WRLD),Ellie Goulding,50890,2020-01-05,gb,6kls8cSlUyHW2BUOkDJIZE
144,Golden,Harry Styles,50795,2020-01-05,gb,45S5WTQEGOB1VHr1Q4FuPl
145,One Dance,Drake,50584,2020-01-05,gb,1zi7xx7UVEFkmKfv06H8x0
146,The Last Time,The Script,50467,2020-01-05,gb,600oiqLkQIJ85HvQGIQWvO
147,"10,000 Hours (with Justin Bieber)",Dan + Shay,50391,2020-01-05,gb,2wrJq5XKLnmhRXHIAf9xBa
148,God's Plan,Drake,50271,2020-01-05,gb,6DCZcSspjsKoFjzjrWoCdn
149,Jocelyn Flores,XXXTENTACION,49889,2020-01-05,gb,7m9OqQk4RVRkw9JJdeAw96
150,Floss (feat. MoStack & Not3s),AJ Tracey,49813,2020-01-05,gb,0LjXPuuttcYpND3IxAFww1
151,Liar,Camila Cabello,49710,2020-01-05,gb,073ILU1C3APNRGF66VhtyA
152,Panini,Lil Nas X,49708,2020-01-05,gb,1000nHvUdawXuUHgBod4Wv
153,One Second (feat. H.E.R.),Stormzy,49541,2020-01-05,gb,2DdI0KRBuxV5Km0bkm67yh
154,Don't Stop Me Now - 2011 Mix,Queen,49304,2020-01-05,gb,5T8EDUDqKcs6OSOwEsfqG7
155,Good as Hell,Lizzo,49163,2020-01-05,gb,3Yh9lZcWyKrK9GjbhuS0hR
156,Mean It,Lauv,48834,2020-01-05,gb,3GRSqlALWISqLeNncZMbpX
157,Jerry Sprunger (with T-Pain),Tory Lanez,48822,2020-01-05,gb,6JsHgIkMYHcbNtKfsal2Mg
158,Shut Up and Dance,WALK THE MOON,48349,2020-01-05,gb,0kzw2tRyuL9rzipi5ntlIy
159,Wake Me Up,Avicii,48242,2020-01-05,gb,4h8VwCb1MTGoLKueQ1WgbD
160,Dancing With A Stranger (with Normani),Sam Smith,47975,2020-01-05,gb,6Qs4SXO9dwPj5GKvVOv8Ki
161,Show Yourself,Idina Menzel,47959,2020-01-05,gb,50WeOnXhM1H7AZEeIDoWfZ
162,Superheroes,Stormzy,47888,2020-01-05,gb,02t2kfqtYpPW8718hxnBcV
163,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,47602,2020-01-05,gb,3bidbhpOYeV4knp8AIu8Xn
164,Everywhere - 2017 Remaster,Fleetwood Mac,47399,2020-01-05,gb,254bXAqt3zP6P50BdQvEsq
165,One Kiss (with Dua Lipa),Calvin Harris,47323,2020-01-05,gb,7ef4DlsgrMEH11cDZd32M6
166,Let Her Go,Passenger,47320,2020-01-05,gb,2jyjhRf6DVbMPU5zxagN2h
167,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,47285,2020-01-05,gb,3gdewACMIVMEWVbyb8O9sY
168,SOS (feat. Aloe Blacc),Avicii,47034,2020-01-05,gb,2x0RZdkZcD8QRI53XT4GI5
169,Never Really Over,Katy Perry,46971,2020-01-05,gb,5PYQUBXc7NYeI1obMKSJK0
170,Big Michael,Stormzy,46871,2020-01-05,gb,4zrQ9UIhPD6lL6VBISJ5aE
171,Believer,Imagine Dragons,46850,2020-01-05,gb,0pqnGHJpmpxLKifKRmU6WP
172,Perfect,Ed Sheeran,46715,2020-01-05,gb,0tgVpDi06FyKpA1z0VMD4v
173,Legends,Juice WRLD,46649,2020-01-05,gb,1Knctxx9vGZxpZfF66BIEa
174,Youngblood,5 Seconds of Summer,46589,2020-01-05,gb,2iUXsYOEPhVqEBwsqP70rE
175,Dancing On My Own,Calum Scott,46250,2020-01-05,gb,2BOqDYLOJBiMOXShCV1neZ
176,W (feat. Gunna),Koffee,46032,2020-01-05,gb,6xW2g0c5uSoa3S6xk9eI4j
177,Giant (with Rag'n'Bone Man),Calvin Harris,45816,2020-01-05,gb,5itOtNx0WxtJmi1TQ3RuRd
178,Cherry,Harry Styles,45799,2020-01-05,gb,2IOFZdYYkFxEHVz1w34PoL
179,Candy,Doja Cat,45753,2020-01-05,gb,1VJwtWR6z7SpZRwipI12be
180,All of Me,John Legend,45697,2020-01-05,gb,3U4isOIWM3VvDubwSI3y7a
181,Trampoline,SHAED,45659,2020-01-05,gb,4HBvwhhYo7YiYXkUDrOHzS
182,The Less I Know The Better,Tame Impala,45648,2020-01-05,gb,6K4t31amVTZDgR3sKmwUJJ
183,Murder On My Mind,YNW Melly,45467,2020-01-05,gb,7eBqSVxrzQZtK2mmgRG6lC
184,Guten Tag,Hardy Caprio,45368,2020-01-05,gb,0SErNy2An0gCpYFRUNWwNT
185,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,45364,2020-01-05,gb,421eObjg0DTm2qajJl5OJm
186,This Is Me,Keala Settle,45071,2020-01-05,gb,2xGjteMU3E1tkEPVFBO08U
187,Body (feat. Brando),Loud Luxury,45032,2020-01-05,gb,7K7MUBCnzgBAvMVW2RTWNs
188,VIBEZ,DaBaby,44776,2020-01-05,gb,0fySG6A6qLE8IvDpayb5bM
189,Family,The Chainsmokers,44727,2020-01-05,gb,3TKpJrY9q49Mj1JOsM9zGL
190,Somebody That I Used To Know,Gotye,44645,2020-01-05,gb,1qDrWA6lyx8cLECdZE7TV7
191,wish you were gay,Billie Eilish,44634,2020-01-05,gb,3Fj47GNK2kUF0uaEDgXLaD
192,Paradise,George Ezra,44622,2020-01-05,gb,38zwkK6TtTjIW9tpYBfZ3D
193,Butterflies (feat. Not3s),AJ Tracey,44565,2020-01-05,gb,4hGsbyf3p0U5mlJTJwiUTq
194,Don't Look Back in Anger - Remastered,Oasis,44427,2020-01-05,gb,0UvCh63URrLFcPkKt99hHd
195,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,44292,2020-01-05,gb,4wopYJ5wpYOM6ogm2Jugnw
196,All Girls Are The Same,Juice WRLD,44157,2020-01-05,gb,4VXIryQMWpIdGgYR4TrjT1
197,Rainfall (feat. Tiana Major9),Stormzy,44070,2020-01-05,gb,0AtMTwBF9dmAd2kjgKXpSu
198,Do I Wanna Know?,Arctic Monkeys,43976,2020-01-05,gb,3rq5w4bQGigXOfdN30ATJt
199,Woah,Lil Baby,43967,2020-01-05,gb,598yNsG1JFrGd4n2kMoz7F
200,Don't Stop Believin',Journey,43901,2020-01-05,gb,4bHsxqR3GMrXTxEPLuK5ue
